Date,Open,High,Low,Close,Adjusted_close,Volume
2025-08-26,0.55,0.55,0.53,0.545,0.545,845513
2025-08-27,0.54,0.54,0.49,0.51,0.51,2175461
2025-08-28,0.505,0.505,0.4725,0.48,0.48,2425494
2025-08-29,0.475,0.57,0.475,0.57,0.57,4028040
2025-09-01,0.7,0.8,0.68,0.775,0.775,19708551
2025-09-02,0.83,0.855,0.755,0.77,0.77,10038314
2025-09-03,0.835,1.21,0.83,1.155,1.155,25885838
2025-09-04,1.26,1.495,1.17,1.31,1.31,27552036
2025-09-05,1.4,1.76,1.35,1.545,1.545,31073818
2025-09-08,1.855,2.38,1.855,2.31,2.31,36299670
2025-09-09,2.3,2.3,1.66,1.675,1.675,25174221
2025-09-10,1.61,1.785,1.52,1.59,1.59,19275018
2025-09-11,1.59,1.975,1.54,1.89,1.89,21061827
2025-09-12,2.1,2.15,1.755,1.76,1.76,18796555
2025-09-15,1.75,1.825,1.64,1.78,1.78,10065816
2025-09-16,1.79,1.84,1.745,1.745,1.745,5750730
2025-09-17,1.75,1.93,1.74,1.88,1.88,9046697
2025-09-18,1.89,1.9,1.75,1.785,1.785,5637729
2025-09-19,1.795,1.82,1.62,1.665,1.665,6353983
2025-09-22,1.67,1.675,1.44,1.515,1.515,14747429
2025-09-23,1.48,1.55,1.46,1.495,1.495,8953608
2025-09-24,1.495,1.54,1.41,1.535,1.535,8186737
2025-09-25,1.545,1.75,1.51,1.75,1.75,9604691
2025-09-26,1.755,1.855,1.715,1.81,1.81,9453236
2025-09-29,1.84,1.885,1.7375,1.8,1.8,8240501
2025-09-30,1.785,2.115,1.74,1.98,1.98,13597743
2025-10-01,2.04,2.28,1.9975,2.26,2.26,10761704
2025-10-02,2.24,2.3,2.03,2.11,2.11,8384483
2025-10-03,2.18,2.55,2.18,2.36,2.36,15343023
2025-10-06,2.39,2.49,2.25,2.25,2.25,9534653
2025-10-07,2.25,2.35,2.19,2.26,2.26,7139884
2025-10-08,2.26,2.26,2.03,2.21,2.21,4937688
2025-10-09,2.23,2.35,2.21,2.33,2.33,6159892
2025-10-10,2.32,2.32,2.2,2.22,2.22,2512300
2025-10-13,2.1,2.12,2.01,2.03,2.03,6806070
2025-10-14,2.07,2.09,1.9,1.9,1.9,5634039
2025-10-15,1.945,1.9725,1.745,1.84,1.84,7963740
2025-10-16,1.845,1.945,1.79,1.93,1.93,3863053
2025-10-17,1.925,1.925,1.755,1.755,1.755,3950792
2025-10-20,1.76,1.8,1.7,1.725,1.725,3542793
2025-10-21,1.77,1.835,1.725,1.8,1.8,2946925
2025-10-22,1.99,2.04,1.85,1.85,1.85,5792939
2025-10-23,1.85,2.1,1.81,1.985,1.985,7006195
2025-10-24,1.995,2.02,1.885,1.9,1.9,2775038
2025-10-27,1.91,1.955,1.84,1.92,1.92,2063475
2025-10-28,1.93,1.945,1.765,1.79,1.79,3229645
2025-10-29,1.81,1.855,1.775,1.83,1.83,1593469
2025-10-30,1.835,1.91,1.74,1.77,1.77,3200056
2025-10-31,1.775,1.795,1.73,1.74,1.74,1642906
2025-11-03,1.725,1.735,1.5875,1.595,1.595,4801499
2025-11-04,1.59,1.64,1.51,1.61,1.61,4382533
2025-11-05,1.57,1.58,1.4725,1.515,1.515,5327837
2025-11-06,1.5,1.54,1.455,1.465,1.465,2768806
2025-11-07,1.465,1.515,1.42,1.435,1.435,2896518
2025-11-10,1.555,1.675,1.555,1.635,1.635,4761347
2025-11-11,1.64,1.65,1.57,1.6,1.6,2437716
2025-11-12,1.6,1.61,1.53,1.55,1.55,1622466
2025-11-13,1.57,1.58,1.465,1.47,1.47,2067689
2025-11-14,1.435,1.465,1.41,1.44,1.44,1913176
2025-11-17,1.425,1.56,1.4,1.55,1.55,2211318
2025-11-18,1.52,1.625,1.47,1.485,1.485,2377089
2025-11-19,1.48,1.51,1.43,1.435,1.435,2307426
2025-11-20,1.48,1.52,1.435,1.455,1.455,1288598
2025-11-21,1.45,1.45,1.4,1.425,1.425,1473433
2025-11-24,1.44,1.57,1.44,1.54,1.54,2650680
2025-11-25,1.57,1.63,1.49,1.58,1.58,2613211
2025-11-26,1.61,1.64,1.55,1.6,1.6,1977472
2025-11-27,1.59,1.615,1.55,1.61,1.61,1113404
2025-11-28,1.63,1.725,1.61,1.71,1.71,3432045
2025-12-01,1.73,1.795,1.67,1.745,1.745,2721194
2025-12-02,1.75,1.7575,1.645,1.655,1.655,1218086
2025-12-03,1.88,1.96,1.755,1.92,1.92,8712625
2025-12-04,1.92,1.92,1.775,1.84,1.84,2755995
2025-12-05,1.85,2,1.815,1.9,1.9,4327651
2025-12-08,1.85,1.97,1.85,1.9,1.9,2595643
2025-12-09,1.9,2.02,1.825,2,2,3841551
2025-12-10,2.1,2.21,2.08,2.12,2.12,5502783
2025-12-11,2.12,2.17,2.02,2.04,2.04,3832133
2025-12-12,2.12,2.3,2.07,2.22,2.22,6576161
2025-12-15,2.3,2.45,2.26,2.44,2.44,6575325
2025-12-16,2.43,3.04,2.37,2.98,2.98,14560501
2025-12-17,2.96,2.98,2.7,2.83,2.83,5854421
2025-12-18,2.81,2.97,2.71,2.89,2.89,5412393
2025-12-19,3.16,3.72,3.16,3.51,3.51,15684500
2025-12-22,3.55,3.67,3.37,3.57,3.57,7731801
2025-12-23,3.62,3.89,3.51,3.65,3.65,8026742
2025-12-24,3.7,3.88,3.58,3.83,3.83,3876945
2025-12-29,3.88,4.19,3.58,3.74,3.74,8783615
2025-12-30,3.64,4.05,3.63,4.05,4.05,7043199
2025-12-31,4.07,4.11,3.89,3.93,3.93,3600071
2026-01-02,4,4.65,4,4.54,4.54,9748452
2026-01-05,4.54,4.59,3.95,4.08,4.08,8528334
2026-01-06,4.11,4.39,4.1,4.19,4.19,4419624
2026-01-07,4.4,4.84,4.4,4.69,4.69,12758689
2026-01-08,4.75,4.75,4.5,4.6,4.6,3827187
2026-01-09,4.6,4.63,4.4,4.62,4.62,5336849
2026-01-12,4.62,4.62,4.23,4.29,4.29,4927259
2026-01-13,4.29,4.29,4.29,4.29,4.29,0
2026-01-14,4.29,4.29,4.29,4.29,4.29,0
2026-01-15,4,4.53,3.9,4.53,4.53,10802884
2026-01-16,4.5,5.08,4.45,5.08,5.08,10817906
2026-01-19,5.04,5.42,4.76,4.81,4.81,11151322
2026-01-20,4.7,4.7,4.22,4.36,4.36,11458386
2026-01-21,4.16,4.45,4.09,4.44,4.44,5873672
2026-01-22,4.41,4.58,4.1,4.13,4.13,7363870
2026-01-23,4.15,4.23,3.95,4.05,4.05,6340875
2026-01-27,4.07,4.07,3.84,3.88,3.88,6161576
2026-01-28,3.85,4.05,3.54,3.55,3.55,9052402
2026-01-29,3.53,3.63,3.33,3.43,3.43,9479806
2026-01-30,3.44,3.82,3.02,3.17,3.17,14248648
2026-02-02,3.1,3.4,3.1,3.21,3.21,9134077
2026-02-03,3.36,3.74,3.28,3.7,3.7,9048722
2026-02-04,3.73,3.75,3.28,3.38,3.38,5889733
2026-02-05,3.29,3.3,3.09,3.15,3.15,6958613
2026-02-06,3.06,3.12,2.95,3.1,3.1,6898746
2026-02-09,3.31,3.475,3.27,3.46,3.46,5379070
2026-02-10,3.47,3.6,3.235,3.55,3.55,6006621
2026-02-11,3.59,3.89,3.4,3.85,3.85,5492354
2026-02-12,3.85,4.04,3.62,3.68,3.68,5070397
2026-02-13,3.55,3.71,3.5,3.52,3.52,3100844
2026-02-16,3.59,3.8,3.44,3.8,3.8,3230177
2026-02-17,3.8,3.8,3.54,3.76,3.76,3346050
2026-02-18,3.75,4.02,3.685,3.97,3.97,3648809
2026-02-19,3.98,3.98,3.68,3.74,3.74,2412863
2026-02-20,3.66,3.975,3.65,3.88,3.88,3524771
2026-02-23,3.91,4.17,3.895,3.93,3.93,5408521
2026-02-24,3.97,3.98,3.6,3.6,3.6,4063884
2026-02-25,3.68,3.79,3.63,3.69,3.69,2325083
2026-02-26,3.68,3.78,3.6,3.72,3.72,2628275
2026-02-27,3.68,4.09,3.63,4,4,23929475
2026-03-02,3.83,4.25,3.8,4.22,4.22,6720199
2026-03-03,4.2,4.44,4.07,4.41,4.41,6329520
2026-03-04,4.25,4.44,4.05,4.05,4.05,5863120
2026-03-05,4.18,4.3,4.03,4.17,4.17,3887234
2026-03-06,4.1,4.39,4.04,4.33,4.33,4798270
2026-03-09,4.2,4.21,3.8,4.06,4.06,6119574
2026-03-10,4.16,4.43,4.14,4.43,4.43,6055201
2026-03-11,4.45,4.64,4.37,4.38,4.38,8523707
2026-03-12,4.39,4.43,4.14,4.22,4.22,3331472
2026-03-13,4.08,4.22,3.96,4.07,4.07,4074878
