Date,Open,High,Low,Close,Adjusted_close,Volume
2025-08-21,0.205,0.21,0.195,0.2,0.2,11389424
2025-08-22,0.205,0.225,0.2025,0.225,0.225,16581978
2025-08-25,0.23,0.25,0.2225,0.235,0.235,36299159
2025-08-26,0.25,0.275,0.245,0.265,0.265,52127763
2025-08-27,0.265,0.27,0.255,0.265,0.265,18830678
2025-08-28,0.255,0.275,0.25,0.265,0.265,20623981
2025-08-29,0.265,0.265,0.265,0.265,0.265,0
2025-09-01,0.24,0.245,0.22,0.23,0.23,28725674
2025-09-02,0.235,0.26,0.23,0.26,0.26,12716375
2025-09-03,0.265,0.265,0.2325,0.235,0.235,27734100
2025-09-04,0.225,0.235,0.225,0.235,0.235,25996970
2025-09-05,0.24,0.25,0.2325,0.24,0.24,30840294
2025-09-08,0.25,0.26,0.235,0.24,0.24,27232198
2025-09-09,0.24,0.25,0.235,0.245,0.245,11790874
2025-09-10,0.255,0.27,0.25,0.255,0.255,35468327
2025-09-11,0.25,0.26,0.235,0.25,0.25,20530471
2025-09-12,0.25,0.265,0.245,0.26,0.26,19868133
2025-09-15,0.27,0.305,0.27,0.305,0.305,41951355
2025-09-16,0.33,0.33,0.285,0.29,0.29,44342373
2025-09-17,0.29,0.315,0.28,0.315,0.315,23863154
2025-09-18,0.32,0.33,0.305,0.315,0.315,24338692
2025-09-19,0.32,0.3275,0.305,0.32,0.32,23739889
2025-09-22,0.34,0.355,0.335,0.35,0.35,39230294
2025-09-23,0.365,0.405,0.3625,0.4,0.4,53126511
2025-09-24,0.415,0.415,0.39,0.395,0.395,30808858
2025-09-25,0.395,0.4,0.3825,0.4,0.4,21141219
2025-09-26,0.395,0.48,0.39,0.47,0.47,40410032
2025-09-29,0.475,0.5,0.4525,0.465,0.465,43315002
2025-09-30,0.465,0.48,0.45,0.475,0.475,21045418
2025-10-01,0.48,0.505,0.475,0.5,0.5,20894277
2025-10-02,0.555,0.59,0.51,0.545,0.545,42722490
2025-10-03,0.57,0.665,0.57,0.65,0.65,56601229
2025-10-06,0.675,0.675,0.6,0.645,0.645,39770391
2025-10-07,0.625,0.65,0.605,0.635,0.635,16366669
2025-10-08,0.62,0.62,0.44,0.475,0.475,71820019
2025-10-09,0.49,0.52,0.465,0.495,0.495,34293810
2025-10-10,0.5,0.55,0.485,0.54,0.54,35268739
2025-10-13,0.595,0.595,0.535,0.535,0.535,31585899
2025-10-14,0.5,0.52,0.45,0.49,0.49,35425222
2025-10-15,0.485,0.5,0.46,0.48,0.48,23076049
2025-10-16,0.465,0.47,0.395,0.42,0.42,45407262
2025-10-17,0.41,0.45,0.39,0.4,0.4,27385297
2025-10-20,0.42,0.455,0.4075,0.43,0.43,33344906
2025-10-21,0.45,0.46,0.35,0.375,0.375,42854853
2025-10-22,0.385,0.415,0.3725,0.415,0.415,36791220
2025-10-23,0.4,0.405,0.365,0.37,0.37,19041663
2025-10-24,0.385,0.4,0.365,0.37,0.37,31856922
2025-10-27,0.375,0.385,0.36,0.38,0.38,18259475
2025-10-28,0.315,0.315,0.24,0.27,0.27,73053906
2025-10-29,0.285,0.325,0.28,0.315,0.315,26914225
2025-10-30,0.315,0.32,0.27,0.275,0.275,19628107
2025-10-31,0.28,0.3,0.2775,0.285,0.285,11109452
2025-11-03,0.29,0.29,0.245,0.25,0.25,16507231
2025-11-04,0.255,0.265,0.2375,0.26,0.26,23474445
2025-11-05,0.255,0.265,0.235,0.255,0.255,16929895
2025-11-06,0.26,0.275,0.25,0.255,0.255,15307853
2025-11-07,0.255,0.265,0.25,0.25,0.25,7161929
2025-11-10,0.275,0.305,0.275,0.29,0.29,16043316
2025-11-11,0.305,0.315,0.285,0.285,0.285,12945546
2025-11-12,0.28,0.3275,0.28,0.31,0.31,17855974
2025-11-13,0.31,0.32,0.29,0.31,0.31,15051845
2025-11-14,0.29,0.29,0.265,0.275,0.275,16306253
2025-11-17,0.275,0.29,0.255,0.28,0.28,17265532
2025-11-18,0.275,0.275,0.245,0.255,0.255,15266420
2025-11-19,0.26,0.275,0.25,0.27,0.27,11976949
2025-11-20,0.28,0.295,0.27,0.28,0.28,12254515
2025-11-21,0.26,0.265,0.255,0.265,0.265,8021879
2025-11-24,0.275,0.275,0.2525,0.255,0.255,5239976
2025-11-25,0.265,0.28,0.26,0.26,0.26,8333598
2025-11-26,0.26,0.265,0.25,0.26,0.26,5932466
2025-11-27,0.265,0.285,0.26,0.285,0.285,8697340
2025-11-28,0.28,0.305,0.28,0.305,0.305,12130250
2025-12-01,0.31,0.3175,0.29,0.29,0.29,9608287
2025-12-02,0.28,0.285,0.27,0.275,0.275,4859477
2025-12-03,0.275,0.295,0.275,0.285,0.285,6427870
2025-12-04,0.28,0.285,0.235,0.24,0.24,14786247
2025-12-05,0.255,0.265,0.25,0.25,0.25,10646494
2025-12-08,0.25,0.255,0.245,0.245,0.245,4766355
2025-12-09,0.24,0.245,0.195,0.215,0.215,28660458
2025-12-10,0.21,0.225,0.205,0.21,0.21,11908846
2025-12-11,0.225,0.24,0.22,0.235,0.235,21329444
2025-12-12,0.245,0.25,0.235,0.245,0.245,10566869
2025-12-15,0.25,0.255,0.235,0.245,0.245,4687787
2025-12-16,0.235,0.235,0.225,0.23,0.23,9565558
2025-12-17,0.22,0.225,0.21,0.22,0.22,5437683
2025-12-18,0.21,0.22,0.17,0.185,0.185,24099933
2025-12-19,0.195,0.21,0.19,0.205,0.205,11827812
2025-12-22,0.215,0.23,0.215,0.22,0.22,8327505
2025-12-23,0.23,0.24,0.2275,0.235,0.235,8368076
2025-12-24,0.235,0.235,0.2225,0.23,0.23,3490014
2025-12-29,0.23,0.235,0.2225,0.23,0.23,8063428
2025-12-30,0.22,0.225,0.215,0.225,0.225,4922240
2025-12-31,0.22,0.225,0.215,0.225,0.225,3241163
2026-01-02,0.215,0.23,0.215,0.22,0.22,3673990
2026-01-05,0.235,0.24,0.225,0.225,0.225,5695315
2026-01-06,0.23,0.245,0.225,0.23,0.23,12820769
2026-01-07,0.24,0.28,0.24,0.28,0.28,18328276
2026-01-08,0.28,0.29,0.265,0.275,0.275,8460592
2026-01-09,0.275,0.285,0.275,0.275,0.275,3662749
2026-01-12,0.285,0.335,0.285,0.325,0.325,20113995
2026-01-13,0.34,0.345,0.325,0.34,0.34,9623054
2026-01-14,0.335,0.375,0.325,0.37,0.37,14932963
2026-01-15,0.38,0.39,0.37,0.37,0.37,12661375
2026-01-16,0.37,0.385,0.35,0.375,0.375,11788101
2026-01-19,0.375,0.405,0.37,0.39,0.39,14880165
2026-01-20,0.385,0.39,0.355,0.375,0.375,11259794
2026-01-21,0.375,0.375,0.375,0.375,0.375,0
2026-01-22,0.375,0.375,0.375,0.375,0.375,0
2026-01-23,0.335,0.42,0.33,0.42,0.42,24613452
2026-01-27,0.46,0.49,0.4275,0.455,0.455,27142034
2026-01-28,0.44,0.44,0.395,0.405,0.405,14039549
2026-01-29,0.39,0.39,0.32,0.35,0.35,32057502
2026-01-30,0.325,0.365,0.3125,0.365,0.365,29798073
2026-02-02,0.325,0.345,0.305,0.32,0.32,20767974
2026-02-03,0.335,0.365,0.335,0.335,0.335,16381207
2026-02-04,0.35,0.355,0.33,0.35,0.35,13219849
2026-02-05,0.335,0.3375,0.3,0.3,0.3,16655383
2026-02-06,0.28,0.295,0.265,0.285,0.285,24018930
2026-02-09,0.315,0.325,0.295,0.31,0.31,19517866
2026-02-10,0.31,0.33,0.3,0.32,0.32,12345020
2026-02-11,0.315,0.325,0.31,0.31,0.31,8229146
2026-02-12,0.33,0.33,0.295,0.3,0.3,8814387
2026-02-13,0.29,0.295,0.28,0.29,0.29,10574097
2026-02-16,0.295,0.31,0.285,0.305,0.305,5622784
2026-02-17,0.305,0.305,0.295,0.3,0.3,3918301
2026-02-18,0.3,0.305,0.285,0.3,0.3,6432574
2026-02-19,0.3,0.3,0.28,0.285,0.285,4997854
2026-02-20,0.28,0.3,0.275,0.29,0.29,5369997
2026-02-23,0.295,0.31,0.295,0.305,0.305,4975061
2026-02-24,0.32,0.345,0.32,0.345,0.345,14184798
2026-02-25,0.35,0.375,0.34,0.365,0.365,15702132
