Date,Open,High,Low,Close,Adjusted_close,Volume
2025-08-29,0.145,0.15,0.145,0.145,0.145,2580688
2025-09-01,0.15,0.165,0.15,0.165,0.165,21306927
2025-09-02,0.165,0.175,0.16,0.17,0.17,23920673
2025-09-03,0.175,0.195,0.175,0.19,0.19,59195222
2025-09-04,0.185,0.195,0.1675,0.17,0.17,44220502
2025-09-05,0.17,0.185,0.165,0.18,0.18,30517667
2025-09-08,0.185,0.1925,0.18,0.185,0.185,24041714
2025-09-09,0.195,0.195,0.1775,0.185,0.185,20867881
2025-09-10,0.18,0.185,0.18,0.185,0.185,9959200
2025-09-11,0.18,0.185,0.18,0.185,0.185,13621221
2025-09-12,0.18,0.19,0.175,0.185,0.185,17764057
2025-09-15,0.19,0.195,0.185,0.195,0.195,24347791
2025-09-16,0.195,0.2,0.1925,0.2,0.2,23624869
2025-09-17,0.19,0.205,0.19,0.195,0.195,24635907
2025-09-18,0.195,0.2,0.19,0.195,0.195,12200724
2025-09-19,0.19,0.2,0.185,0.2,0.2,101310837
2025-09-22,0.205,0.21,0.2,0.2,0.2,26782764
2025-09-23,0.205,0.21,0.195,0.205,0.205,17363820
2025-09-24,0.2,0.205,0.195,0.2,0.2,10910867
2025-09-25,0.195,0.2,0.19,0.2,0.2,10949888
2025-09-26,0.195,0.21,0.195,0.21,0.21,17298052
2025-09-29,0.215,0.225,0.205,0.22,0.22,20142546
2025-09-30,0.22,0.23,0.215,0.225,0.225,19876996
2025-10-01,0.22,0.235,0.22,0.23,0.23,21848109
2025-10-02,0.23,0.2325,0.225,0.225,0.225,14863548
2025-10-03,0.225,0.225,0.215,0.215,0.215,9972820
2025-10-06,0.22,0.225,0.21,0.21,0.21,8927172
2025-10-07,0.21,0.23,0.205,0.22,0.22,24654696
2025-10-08,0.22,0.225,0.205,0.21,0.21,22481598
2025-10-09,0.215,0.215,0.1975,0.21,0.21,33287090
2025-10-10,0.2,0.2,0.195,0.2,0.2,12197482
2025-10-13,0.2,0.22,0.195,0.21,0.21,16853117
2025-10-14,0.215,0.225,0.205,0.215,0.215,17956510
2025-10-15,0.21,0.22,0.205,0.22,0.22,14576360
2025-10-16,0.235,0.255,0.23,0.25,0.25,41433238
2025-10-17,0.25,0.26,0.23,0.235,0.235,22130648
2025-10-20,0.23,0.23,0.22,0.22,0.22,13103121
2025-10-21,0.225,0.23,0.215,0.225,0.225,12421440
2025-10-22,0.205,0.205,0.19,0.2,0.2,28679460
2025-10-23,0.205,0.21,0.2,0.205,0.205,9841240
2025-10-24,0.205,0.21,0.195,0.195,0.195,13182288
2025-10-27,0.195,0.2,0.19,0.195,0.195,10608110
2025-10-28,0.18,0.19,0.175,0.185,0.185,25750341
2025-10-29,0.185,0.2,0.18,0.2,0.2,13109095
2025-10-30,0.2,0.205,0.195,0.2,0.2,16713999
2025-10-31,0.2,0.215,0.2,0.205,0.205,22879473
2025-11-03,0.205,0.21,0.2025,0.205,0.205,7596554
2025-11-04,0.21,0.2125,0.205,0.21,0.21,8177915
2025-11-05,0.205,0.21,0.1925,0.2,0.2,16735872
2025-11-06,0.205,0.215,0.205,0.215,0.215,6623338
2025-11-07,0.21,0.215,0.205,0.205,0.205,8669672
2025-11-10,0.225,0.235,0.225,0.23,0.23,16743126
2025-11-11,0.24,0.24,0.225,0.23,0.23,12725823
2025-11-12,0.225,0.235,0.225,0.235,0.235,6197752
2025-11-13,0.23,0.2425,0.23,0.235,0.235,8383990
2025-11-14,0.23,0.24,0.225,0.24,0.24,9048288
2025-11-17,0.23,0.235,0.225,0.225,0.225,11692947
2025-11-18,0.22,0.225,0.205,0.205,0.205,15607748
2025-11-19,0.21,0.22,0.21,0.215,0.215,10784701
2025-11-20,0.22,0.235,0.2175,0.23,0.23,12055502
2025-11-21,0.22,0.225,0.215,0.215,0.215,15162117
2025-11-24,0.215,0.225,0.215,0.225,0.225,10597277
2025-11-25,0.23,0.25,0.225,0.245,0.245,16878610
2025-11-26,0.245,0.25,0.235,0.245,0.245,12683899
2025-11-27,0.25,0.255,0.24,0.255,0.255,13249066
2025-11-28,0.255,0.2725,0.25,0.265,0.265,12986723
2025-12-01,0.265,0.27,0.25,0.255,0.255,12756367
2025-12-02,0.255,0.26,0.245,0.245,0.245,7581065
2025-12-03,0.245,0.25,0.24,0.245,0.245,7380020
2025-12-04,0.245,0.25,0.235,0.235,0.235,8469629
2025-12-05,0.24,0.245,0.2375,0.24,0.24,6407046
2025-12-08,0.24,0.24,0.23,0.23,0.23,7841639
2025-12-09,0.23,0.235,0.225,0.235,0.235,8343755
2025-12-10,0.235,0.2425,0.23,0.235,0.235,11495433
2025-12-11,0.245,0.25,0.23,0.23,0.23,16426577
2025-12-12,0.24,0.255,0.2375,0.255,0.255,16886478
2025-12-15,0.25,0.26,0.245,0.26,0.26,10223803
2025-12-16,0.26,0.26,0.25,0.26,0.26,8465584
2025-12-17,0.255,0.27,0.25,0.265,0.265,10988210
2025-12-18,0.26,0.265,0.25,0.26,0.26,11125922
2025-12-19,0.26,0.27,0.26,0.265,0.265,12117738
2025-12-22,0.265,0.27,0.26,0.27,0.27,14659901
2025-12-23,0.27,0.28,0.2675,0.28,0.28,12488519
2025-12-24,0.27,0.28,0.27,0.275,0.275,7462010
2025-12-29,0.275,0.2825,0.27,0.275,0.275,9298150
2025-12-30,0.26,0.2725,0.25,0.265,0.265,15994870
2025-12-31,0.265,0.275,0.26,0.265,0.265,10670947
2026-01-02,0.27,0.275,0.265,0.27,0.27,4494359
2026-01-05,0.27,0.29,0.27,0.29,0.29,16411972
2026-01-06,0.295,0.3,0.28,0.28,0.28,12078071
2026-01-07,0.285,0.285,0.275,0.285,0.285,7326204
2026-01-08,0.28,0.285,0.2725,0.275,0.275,9892692
2026-01-09,0.275,0.28,0.27,0.275,0.275,8857101
2026-01-12,0.28,0.2875,0.275,0.275,0.275,9691121
2026-01-13,0.28,0.285,0.28,0.28,0.28,5818988
2026-01-14,0.28,0.285,0.27,0.275,0.275,12605012
2026-01-15,0.27,0.285,0.26,0.27,0.27,9887510
2026-01-16,0.265,0.27,0.26,0.26,0.26,9443548
2026-01-19,0.26,0.285,0.26,0.275,0.275,8375406
2026-01-20,0.28,0.285,0.275,0.28,0.28,10551035
2026-01-21,0.285,0.305,0.28,0.305,0.305,24332625
2026-01-22,0.3,0.305,0.275,0.28,0.28,14853971
2026-01-23,0.29,0.295,0.2825,0.285,0.285,23286794
2026-01-27,0.29,0.295,0.265,0.265,0.265,20530239
2026-01-28,0.28,0.28,0.25,0.265,0.265,38304709
2026-01-29,0.27,0.275,0.245,0.25,0.25,48355815
2026-01-30,0.245,0.275,0.22,0.235,0.235,54538286
2026-02-02,0.225,0.225,0.215,0.22,0.22,46874455
2026-02-03,0.225,0.235,0.22,0.23,0.23,17871915
2026-02-04,0.24,0.25,0.235,0.245,0.245,12744206
2026-02-05,0.235,0.2375,0.2175,0.22,0.22,20941660
2026-02-06,0.22,0.22,0.195,0.205,0.205,50922784
2026-02-09,0.215,0.225,0.21,0.22,0.22,22303989
2026-02-10,0.22,0.235,0.2125,0.225,0.225,20261455
2026-02-11,0.225,0.23,0.215,0.225,0.225,26094664
2026-02-12,0.225,0.23,0.22,0.23,0.23,10200792
2026-02-13,0.215,0.23,0.215,0.225,0.225,14340380
2026-02-16,0.225,0.2325,0.22,0.23,0.23,9393598
2026-02-17,0.23,0.235,0.22,0.22,0.22,6568887
2026-02-18,0.21,0.22,0.21,0.215,0.215,10863216
2026-02-19,0.22,0.23,0.22,0.225,0.225,10417423
2026-02-20,0.23,0.235,0.22,0.225,0.225,17645547
2026-02-23,0.235,0.245,0.225,0.235,0.235,24136571
2026-02-24,0.24,0.24,0.22,0.22,0.22,15895820
2026-02-25,0.22,0.235,0.22,0.23,0.23,9349620
2026-02-26,0.235,0.235,0.225,0.23,0.23,6807110
2026-02-27,0.23,0.2375,0.23,0.235,0.235,9374390
2026-03-02,0.245,0.25,0.24,0.245,0.245,14330739
2026-03-03,0.245,0.25,0.235,0.245,0.245,8373017
2026-03-04,0.23,0.24,0.225,0.23,0.23,11506187
2026-03-05,0.235,0.235,0.2225,0.23,0.23,15425553
2026-03-06,0.22,0.23,0.215,0.23,0.23,17265516
2026-03-09,0.225,0.225,0.2,0.205,0.205,25836443
2026-03-10,0.21,0.235,0.205,0.215,0.215,25416553
2026-03-11,0.22,0.22,0.205,0.205,0.205,9253630
2026-03-12,0.205,0.21,0.195,0.2,0.2,10475647
2026-03-13,0.195,0.195,0.165,0.17,0.17,80452497
2026-03-16,0.165,0.17,0.155,0.165,0.165,49178601
2026-03-17,0.175,0.185,0.17,0.18,0.18,26933767
2026-03-18,0.18,0.18,0.17,0.17,0.17,12054905
2026-03-19,0.16,0.17,0.15,0.16,0.16,49898656
2026-03-20,0.16,0.17,0.15,0.16,0.16,103889319
2026-03-23,0.155,0.1575,0.145,0.15,0.15,30314149
2026-03-24,0.155,0.16,0.15,0.155,0.155,25646633
2026-03-25,0.165,0.1725,0.16,0.16,0.16,32703733
2026-03-26,0.165,0.17,0.155,0.165,0.165,16388153
2026-03-27,0.165,0.17,0.155,0.165,0.165,29101938
2026-03-30,0.16,0.165,0.16,0.16,0.16,7933605
2026-03-31,0.16,0.175,0.16,0.175,0.175,8805933
2026-04-01,0.18,0.185,0.175,0.18,0.18,16530385
2026-04-02,0.185,0.185,0.17,0.17,0.17,15724082
2026-04-07,0.17,0.18,0.165,0.175,0.175,9089778
