Date,Open,High,Low,Close,Adjusted_close,Volume
2025-06-23,1.92,1.92,1.78,1.83,1.83,11429428
2025-06-24,1.845,1.87,1.7,1.785,1.785,17724936
2025-06-25,1.96,2.225,1.96,2.14,2.14,35396233
2025-06-26,2.19,2.39,2.175,2.39,2.39,22500312
2025-06-27,2.5,2.6,2.22,2.38,2.38,35812756
2025-06-30,2.47,2.49,2.21,2.28,2.28,26410497
2025-07-01,2.36,2.56,2.25,2.56,2.56,27332989
2025-07-02,2.51,2.6,2.42,2.46,2.46,21754047
2025-07-03,2.45,2.5,2.38,2.47,2.47,10172938
2025-07-04,2.47,2.47,2.34,2.35,2.35,9579729
2025-07-07,2.36,2.465,2.31,2.46,2.46,11188874
2025-07-08,2.46,2.66,2.45,2.56,2.56,29914772
2025-07-09,2.6,2.61,2.5,2.59,2.59,25326500
2025-07-10,2.6,2.7,2.57,2.67,2.67,13067853
2025-07-11,2.68,2.79,2.65,2.77,2.77,22655991
2025-07-14,2.93,3.24,2.88,3.24,3.24,39565066
2025-07-15,3.29,3.72,3.19,3.72,3.72,50154998
2025-07-16,3.9,4.1,3.55,3.86,3.86,59542047
2025-07-17,3.69,3.76,3.37,3.51,3.51,36399860
2025-07-18,3.4,3.44,3.21,3.43,3.43,22833701
2025-07-21,3.43,3.665,3.43,3.66,3.66,17523935
2025-07-22,3.65,3.74,3.55,3.71,3.71,14702162
2025-07-23,3.68,3.74,3.57,3.58,3.58,9612192
2025-07-24,3.5,3.67,3.32,3.37,3.37,19266673
2025-07-25,3.21,3.32,2.97,3.03,3.03,27548768
2025-07-28,3.01,3.1,2.96,3,3,13882402
2025-07-29,3,3,2.82,2.96,2.96,11819400
2025-07-30,3.09,3.26,2.965,3.17,3.17,18720313
2025-07-31,3.26,3.76,3.25,3.75,3.75,28485597
2025-08-01,3.73,3.77,3.55,3.63,3.63,16443421
2025-08-04,3.59,3.77,3.45,3.77,3.77,10565897
2025-08-05,3.81,4.2,3.81,4,4,24863550
2025-08-06,4,4.17,3.86,4.1,4.1,15022834
2025-08-07,4.21,4.39,4,4.09,4.09,34582985
2025-08-08,3.88,3.97,3.78,3.95,3.95,17314393
2025-08-11,4.03,4.19,3.94,3.95,3.95,11931654
2025-08-12,3.95,4.28,3.94,4.1,4.1,15199378
2025-08-13,4.18,4.315,4.11,4.19,4.19,11614100
2025-08-14,4.22,4.28,4.13,4.23,4.23,11671458
2025-08-15,4.21,4.39,4.07,4.09,4.09,12614834
2025-08-18,4.05,4.14,3.85,3.85,3.85,10453871
2025-08-19,3.84,4.04,3.81,3.81,3.81,10506514
2025-08-20,3.65,3.66,3.37,3.39,3.39,15233733
2025-08-21,3.45,3.49,3.31,3.41,3.41,12648371
2025-08-22,3.55,3.64,3.49,3.58,3.58,9782266
2025-08-25,3.68,3.75,3.5,3.59,3.59,10366529
2025-08-26,3.6,3.645,3.53,3.57,3.57,44398555
2025-08-27,3.76,3.9,2.95,3.2,3.2,38653174
2025-08-28,3.2,3.28,3.07,3.27,3.27,16274531
2025-08-29,3.34,3.36,3.19,3.3,3.3,11061131
2025-09-01,3.25,3.29,3.17,3.24,3.24,8004828
2025-09-02,3.24,3.24,3.07,3.09,3.09,9243480
2025-09-03,3.03,3.2,3.01,3.11,3.11,9933023
2025-09-04,3.18,3.21,3.08,3.13,3.13,8675145
2025-09-05,3.13,3.17,3.01,3.03,3.03,9091531
2025-09-08,3.09,3.25,3.07,3.19,3.19,14840353
2025-09-09,3.24,3.25,2.94,3.1,3.1,22390805
2025-09-10,3.11,3.21,3.07,3.21,3.21,11319567
2025-09-11,3.2,3.25,3.06,3.08,3.08,7762513
2025-09-12,3.12,3.31,3.09,3.21,3.21,9755457
2025-09-15,3.16,3.27,3.1,3.26,3.26,6389911
2025-09-16,3.26,3.28,3.13,3.14,3.14,7443098
2025-09-17,3.27,3.4,3.16,3.2,3.2,11445845
2025-09-18,3.21,3.35,3.16,3.23,3.23,10823567
2025-09-19,3.32,3.33,3.13,3.22,3.22,37057207
2025-09-22,3.26,3.35,3.15,3.31,3.31,10872888
2025-09-23,3.36,3.635,3.35,3.54,3.54,16836575
2025-09-24,3.6,3.8,3.59,3.76,3.76,14862529
2025-09-25,3.78,3.78,3.605,3.67,3.67,13698256
2025-09-26,3.64,3.75,3.6,3.73,3.73,8270614
2025-09-29,3.77,4.59,3.77,4.4,4.4,35105019
2025-09-30,4.52,4.66,4.44,4.66,4.66,25444750
2025-10-01,5.07,5.74,4.94,5.74,5.74,43863366
2025-10-02,6.16,6.25,4.73,5.18,5.18,60010549
2025-10-03,5.2,5.855,5.08,5.68,5.68,30964736
2025-10-06,5.99,6.29,5.71,6.29,6.29,20447816
2025-10-07,6.69,6.7,6.06,6.06,6.06,27340635
2025-10-08,6.11,6.58,5.81,6.53,6.53,22527091
2025-10-09,6.68,6.705,6.4,6.6,6.6,16939619
2025-10-10,6.53,6.6,6.36,6.36,6.36,15752189
2025-10-13,6,6.26,5.86,6.03,6.03,13690975
2025-10-14,6.09,6.13,5.63,5.64,5.64,14893608
2025-10-15,5.5,5.5,5.03,5.1,5.1,18918011
2025-10-16,5.19,5.22,4.8,4.99,4.99,15301857
2025-10-17,4.85,4.91,4.56,4.59,4.59,13649063
2025-10-20,4.59,4.88,4.44,4.47,4.47,16830328
2025-10-21,4.95,5.09,4.78,4.86,4.86,18986897
2025-10-22,4.9,4.93,4.58,4.79,4.79,8640242
2025-10-23,4.76,4.97,4.64,4.68,4.68,10398205
2025-10-24,4.83,4.83,4.45,4.51,4.51,9548053
2025-10-27,4.69,4.815,4.57,4.6,4.6,12009315
2025-10-28,4.73,4.84,4.66,4.75,4.75,12792660
2025-10-29,4.75,4.8,4.16,4.17,4.17,22782108
2025-10-30,4.34,4.34,3.83,4.07,4.07,28144099
2025-10-31,4.12,4.17,3.77,3.83,3.83,25071958
2025-11-03,4.11,4.17,3.825,3.83,3.83,21808536
2025-11-04,3.95,4.18,3.87,4.16,4.16,19321538
2025-11-05,4.01,4.05,3.72,3.85,3.85,24076725
2025-11-06,3.85,3.85,3.34,3.4,3.4,31724223
2025-11-07,3.23,3.34,3.14,3.22,3.22,24727724
2025-11-10,3.49,3.51,3.18,3.26,3.26,27392060
2025-11-11,3.42,3.43,3.26,3.31,3.31,18263760
2025-11-12,3.32,3.34,3.19,3.28,3.28,14700494
2025-11-13,2.76,2.8,2.15,2.25,2.25,89575649
2025-11-14,2.14,2.4,2.05,2.33,2.33,49532085
2025-11-17,2.36,2.6,2.32,2.6,2.6,32508077
2025-11-18,2.67,2.7,2.35,2.45,2.45,30616876
2025-11-19,2.2,2.27,1.94,1.97,1.97,49720591
2025-11-20,1.895,2,1.84,1.89,1.89,45933900
2025-11-21,1.705,1.78,1.66,1.715,1.715,43278610
2025-11-24,1.71,1.815,1.625,1.745,1.745,37958592
2025-11-25,1.835,2.03,1.81,2,2,47060914
2025-11-26,2.25,2.37,2.05,2.17,2.17,57725483
2025-11-27,2.16,2.17,1.965,2,2,27350331
2025-11-28,1.985,2.035,1.93,1.98,1.98,19265394
2025-12-01,2,2.07,1.945,1.965,1.965,20246273
2025-12-02,1.94,1.94,1.8275,1.88,1.88,22132224
2025-12-03,1.915,1.94,1.825,1.835,1.835,13988332
2025-12-04,1.835,1.95,1.835,1.895,1.895,13954763
2025-12-05,1.97,2.02,1.885,1.905,1.905,16038276
2025-12-08,1.9,1.91,1.83,1.89,1.89,11166694
2025-12-09,1.92,1.975,1.9,1.945,1.945,12072045
2025-12-10,2.04,2.28,2.03,2.26,2.26,24010923
2025-12-11,2.35,2.36,2.05,2.11,2.11,24302984
2025-12-12,2.14,2.24,2.05,2.08,2.08,17811089
2025-12-15,2.1,2.3,2.08,2.3,2.3,15818377
2025-12-16,2.55,2.88,2.54,2.81,2.81,44699715
2025-12-17,2.7,2.7,2.42,2.47,2.47,24632237
2025-12-18,2.46,2.55,2.35,2.49,2.49,12430690
2025-12-19,2.6,2.78,2.57,2.78,2.78,24071753
2025-12-22,2.93,3.08,2.77,3,3,23058129
2025-12-23,3.15,3.305,3.02,3.27,3.27,30867272
2025-12-24,3.42,3.48,3.26,3.29,3.29,21181238
2025-12-29,3.32,3.35,3.02,3.13,3.13,16719376
2025-12-30,3.25,3.33,3.12,3.12,3.12,19105814
2025-12-31,3.12,3.15,3.05,3.08,3.08,7548618
2026-01-02,3.08,3.36,3.05,3.33,3.33,17260731
2026-01-05,3.45,3.45,3.24,3.31,3.31,14876627
2026-01-06,3.48,3.98,3.47,3.92,3.92,33130423
2026-01-07,3.93,3.99,3.76,3.89,3.89,16886334
2026-01-08,3.92,3.92,3.62,3.85,3.85,21618478
2026-01-09,3.95,4.09,3.89,4.02,4.02,22306167
2026-01-12,4,4,3.81,3.85,3.85,17294790
2026-01-13,3.89,4,3.84,3.9,3.9,18813401
2026-01-14,3.88,3.99,3.79,3.97,3.97,11032083
2026-01-15,3.91,4.1,3.86,4.08,4.08,14454197
2026-01-16,4.15,4.46,4.14,4.4,4.4,23284127
2026-01-19,4.33,4.58,4.26,4.55,4.55,15059544
2026-01-20,4.63,4.81,4.62,4.74,4.74,18070885
2026-01-21,4.46,4.6,4.21,4.32,4.32,18994114
2026-01-22,4.26,4.75,4.25,4.73,4.73,15552305
2026-01-23,4.62,4.69,4.43,4.47,4.47,15268389
2026-01-27,4.35,4.56,4.08,4.18,4.18,18893631
2026-01-28,4.16,4.23,3.93,3.95,3.95,18119709
2026-01-29,3.83,3.85,3.52,3.59,3.59,23096592
2026-01-30,3.44,3.52,3.26,3.32,3.32,20447223
2026-02-02,3.37,3.55,3.35,3.45,3.45,16048004
2026-02-03,3.65,3.76,3.64,3.72,3.72,15496045
2026-02-04,3.8,3.83,3.42,3.48,3.48,14010578
2026-02-05,3.4,3.41,3.17,3.19,3.19,12857079
2026-02-06,3.02,3.08,2.88,2.9,2.9,18695833
2026-02-09,3.24,3.32,3.1,3.15,3.15,15457668
2026-02-10,3.3,3.39,3.24,3.38,3.38,15481146
2026-02-11,3.39,3.4,3.18,3.29,3.29,13876206
2026-02-12,3.25,3.26,2.98,3.07,3.07,12816090
2026-02-13,2.98,3.135,2.95,3.03,3.03,9978885
2026-02-16,3.09,3.18,3.02,3.16,3.16,9561067
2026-02-17,3.19,3.26,3.05,3.25,3.25,10819230
2026-02-18,3.22,3.31,3.19,3.28,3.28,9083336
2026-02-19,3.32,3.32,3.12,3.16,3.16,7999741
2026-02-20,3.18,3.28,3.115,3.22,3.22,7210895
2026-02-23,3.16,3.22,3.04,3.05,3.05,8530972
2026-02-24,3.01,3.06,2.91,3.01,3.01,9589606
2026-02-25,3.18,3.47,2.97,3.39,3.39,21979890
2026-02-26,3.54,3.76,3.53,3.69,3.69,17364001
2026-02-27,3.58,3.76,3.51,3.62,3.62,13447723
2026-03-02,3.8,4.13,3.79,3.86,3.86,22761422
2026-03-03,3.88,3.95,3.54,3.62,3.62,14067063
2026-03-04,3.6,3.6,3.33,3.36,3.36,15250325
2026-03-05,3.63,3.74,3.52,3.7,3.7,13677633
2026-03-06,3.68,4.07,3.65,4.07,4.07,20482265
2026-03-09,3.95,3.97,3.65,3.71,3.71,14564250
2026-03-10,3.81,4.03,3.78,4.02,4.02,13936260
2026-03-11,3.86,4.14,3.83,4.08,4.08,26277189
2026-03-12,4.05,4.16,3.83,3.92,3.92,15094000
2026-03-13,3.93,4.18,3.73,4.17,4.17,23868141
2026-03-16,4.13,4.39,4.05,4.12,4.12,16700608
2026-03-17,4.17,4.25,3.94,4.02,4.02,14530288
2026-03-18,4.12,4.44,4.04,4.44,4.44,19528343
2026-03-19,4.38,4.49,4.18,4.21,4.21,20950746
2026-03-20,4.13,4.15,3.8,4.15,4.15,36523200
2026-03-23,3.8,4.03,3.8,3.83,3.83,13748920
2026-03-24,3.9,3.91,3.54,3.57,3.57,20441390
2026-03-25,3.57,4.26,3.55,4.26,4.26,24037035
2026-03-26,4.15,4.72,4.11,4.48,4.48,34799072
2026-03-27,4.28,4.305,3.85,3.88,3.88,23635226
2026-03-30,3.88,4.06,3.85,3.91,3.91,12351951
2026-03-31,3.99,4.09,3.8,3.81,3.81,14293823
2026-04-01,4.05,4.07,3.905,3.98,3.98,12744398
2026-04-02,4,4.1,3.87,3.93,3.93,10853818
2026-04-07,3.97,4.2,3.94,3.99,3.99,11587505
