Date,Open,High,Low,Close,Adjusted_close,Volume
2025-06-03,5.12,5.13,5.09,5.09,5.09,63948
2025-06-04,5.13,5.16,5.12,5.12,5.12,323259
2025-06-05,5.09,5.11,5.08,5.11,5.11,21693
2025-06-06,5.13,5.15,5.13,5.13,5.13,22744
2025-06-10,5.3,5.34,5.3,5.33,5.33,350374
2025-06-11,5.28,5.3,5.26,5.29,5.29,14142
2025-06-12,5.56,5.59,5.5,5.5,5.5,264243
2025-06-13,5.61,6.25,5.61,5.93,5.93,1225695
2025-06-16,6.07,6.08,5.92,5.96,5.96,531905
2025-06-17,5.95,5.97,5.83,5.84,5.84,306045
2025-06-18,6.11,6.12,6.03,6.08,6.08,300209
2025-06-19,6.1,6.13,6.04,6.11,6.11,177068
2025-06-20,6.14,6.15,6.06,6.08,6.08,177110
2025-06-23,6.3,6.32,6.18,6.24,6.24,657531
2025-06-24,5.9,5.9,5.36,5.45,5.45,942151
2025-06-25,5.4,5.42,5.38,5.42,5.42,170435
2025-06-26,5.4,5.42,5.38,5.41,5.41,371864
2025-06-27,5.41,5.46,5.41,5.43,5.43,164297
2025-06-30,5.4,5.43,5.35,5.41,5.41,114757
2025-07-01,5.4,5.4,5.36,5.38,5.38,18968
2025-07-02,5.4,5.44,5.4,5.44,5.44,18440
2025-07-03,5.56,5.58,5.54,5.55,5.55,268365
2025-07-04,5.56,5.56,5.53,5.56,5.56,33001
2025-07-07,5.47,5.5,5.45,5.49,5.49,45631
2025-07-08,5.61,5.63,5.6,5.61,5.61,48806
2025-07-09,5.64,5.67,5.64,5.66,5.66,48268
2025-07-10,5.64,5.68,5.64,5.67,5.67,19372
2025-07-11,5.6,5.6,5.54,5.55,5.55,254875
2025-07-14,5.6,5.7,5.6,5.68,5.68,97771
2025-07-15,5.59,5.59,5.54,5.56,5.56,113933
2025-07-16,5.56,5.56,5.55,5.55,5.55,24915
2025-07-17,5.53,5.56,5.53,5.53,5.53,13766
2025-07-18,5.61,5.63,5.59,5.62,5.62,54951
2025-07-21,5.6,5.62,5.59,5.61,5.61,35851
2025-07-22,5.56,5.56,5.52,5.54,5.54,40379
2025-07-23,5.55,5.56,5.54,5.55,5.55,10134
2025-07-24,5.54,5.56,5.54,5.56,5.56,29500
2025-07-25,5.6,5.63,5.6,5.63,5.63,30342
2025-07-28,5.55,5.56,5.52,5.55,5.55,30545
2025-07-29,5.67,5.68,5.64,5.64,5.64,29449
2025-07-30,5.85,5.88,5.84,5.84,5.84,224559
2025-07-31,5.95,5.97,5.91,5.93,5.93,57289
2025-08-01,5.89,5.9,5.86,5.875,5.875,32029
2025-08-04,5.69,5.72,5.68,5.72,5.72,42051
2025-08-05,5.64,5.64,5.6,5.63,5.63,41036
2025-08-06,5.55,5.56,5.54,5.55,5.55,52138
2025-08-07,5.47,5.52,5.46,5.49,5.49,63749
2025-08-08,5.43,5.43,5.39,5.39,5.39,78303
2025-08-11,5.38,5.4,5.36,5.4,5.4,18490
2025-08-12,5.43,5.45,5.42,5.45,5.45,32859
2025-08-13,5.38,5.38,5.35,5.35,5.35,23445
2025-08-14,5.35,5.36,5.33,5.35,5.35,47517
2025-08-15,5.41,5.44,5.4,5.4,5.4,69093
2025-08-18,5.32,5.34,5.3,5.34,5.34,43277
2025-08-19,5.38,5.39,5.36,5.37,5.37,32933
2025-08-20,5.35,5.39,5.32,5.35,5.35,34574
2025-08-21,5.4,5.43,5.4,5.43,5.43,38202
2025-08-22,5.5,5.5,5.45,5.46,5.46,21395
2025-08-25,5.48,5.51,5.47,5.48,5.48,28033
2025-08-26,5.56,5.56,5.54,5.54,5.54,21060
